"RATE";"AGG1";"AGG2";"VALUE";"INFORMATION_LOSS";"SIZE_REDUCTION"
0.08404541015625;"6,7";"4,5";12;0;0.0476190476190476
0.08404541015625;"6,7";"6";9;0.00145630384298923;0.0158730158730159
0.08404541015625;"6,7";"7";11;0.00119070579828199;0.0158730158730159
0.1417236328125;"0,1";"0,1";20;0.00526732464276453;0.0476190476190476
0.1417236328125;"2,3";"0,1";12;0;0.0476190476190476
0.1417236328125;"0,1";"2,3";28;0;0.0476190476190476
0.1417236328125;"2,3";"2,3";20;0.00526732464276453;0.0476190476190476
0.1417236328125;"4,5,6,7";"0,1,2,3";32;0;0.238095238095238
0.1417236328125;"0,1,2,3";"4,5,6,7";128;0;0.238095238095238
0.1417236328125;"4,5";"4,5";20;0.00526732464276453;0.0476190476190476
0.1417236328125;"4,5";"6,7";28;0;0.0476190476190476
0.1417236328125;"6,7";"4,5";12;0;0.0476190476190476
0.1417236328125;"6,7";"6,7";20;0.00526732464276453;0.0476190476190476
0.52471923828125;"0,1";"0,1";20;0.00526732464276453;0.0476190476190476
0.52471923828125;"2,3";"0,1";12;0;0.0476190476190476
0.52471923828125;"0,1,2,3";"2,3";48;0.0227885579524762;0.111111111111111
0.52471923828125;"4,5,6,7";"0,1,2,3";32;0;0.238095238095238
0.52471923828125;"0,1,2,3";"4,5,6,7";128;0;0.238095238095238
0.52471923828125;"4,5";"4,5,6,7";48;0.0227885579524762;0.111111111111111
0.52471923828125;"6,7";"4,5";12;0;0.0476190476190476
0.52471923828125;"6,7";"6,7";20;0.00526732464276453;0.0476190476190476
0.61041259765625;"0,1";"0,1";20;0.00526732464276453;0.0476190476190476
0.61041259765625;"2,3";"0,1";12;0;0.0476190476190476
0.61041259765625;"0,1,2,3";"2,3";48;0.0227885579524762;0.111111111111111
0.61041259765625;"4,5,6,7";"0,1,2,3";32;0;0.238095238095238
0.61041259765625;"0,1,2,3,4";"4,5,6,7";153;0.0235183690958748;0.301587301587302
0.61041259765625;"5,6,7";"4,5";21;0.0122345342089394;0.0793650793650794
0.61041259765625;"5,6,7";"6,7";34;0.0171715266260174;0.0793650793650794
0.6248779296875;"0,1,2,3";"0,1";32;0.031706243554581;0.111111111111111
0.6248779296875;"0,1,2,3";"2,3";48;0.0227885579524762;0.111111111111111
0.6248779296875;"4,5,6,7";"0,1,2,3";32;0;0.238095238095238
0.6248779296875;"0,1,2,3,4";"4,5,6,7";153;0.0235183690958748;0.301587301587302
0.6248779296875;"5,6,7";"4,5";21;0.0122345342089394;0.0793650793650794
0.6248779296875;"5,6,7";"6,7";34;0.0171715266260174;0.0793650793650794
0.71881103515625;"0,1,2,3";"0,1";32;0.031706243554581;0.111111111111111
0.71881103515625;"0,1,2,3";"2,3";48;0.0227885579524762;0.111111111111111
0.71881103515625;"4,5,6,7";"0,1,2,3";32;0;0.238095238095238
0.71881103515625;"0,1,2,3,4";"4,5,6,7";153;0.0235183690958748;0.301587301587302
0.71881103515625;"5,6,7";"4,5,6,7";55;0.0699792204560915;0.174603174603175
0.7264404296875;"0,1,2,3";"0,1,2";55;0.0699792204560913;0.174603174603175
0.7264404296875;"0,1,2,3";"3,4,5,6,7";153;0.0235183690958748;0.301587301587302
0.7264404296875;"4,5,6,7";"0,1,2,3";32;0;0.238095238095238
0.7264404296875;"4,5,6,7";"4,5,6,7";80;0.0966333986491733;0.238095238095238
0.9039306640625;"0,1,2,3";"0,1,2,3";80;0.0966333986491733;0.238095238095238
0.9039306640625;"4,5,6,7";"0,1,2,3";32;0;0.238095238095238
0.9039306640625;"0,1,2,3,4,5,6,7";"4,5,6,7";208;0.242830237229066;0.492063492063492
0.94598388671875;"0,1,2,3,4,5,6,7";"0,1,2,3";112;0.374610519141246;0.492063492063492
0.94598388671875;"0,1,2,3,4,5,6,7";"4,5,6,7";208;0.242830237229066;0.492063492063492
0.960205078125;"0,1,2,3,4,5,6,7";"0,1,2,3,4,5,6,7";320;1;1
